,property_id,entity,entity_count,prop_label
1401,P5588,"['Q7375', 'Q8332', 'Q12099', 'Q13710', 'Q14683', 'Q21173', 'Q23390', 'Q25311', 'Q25345', 'Q25432', 'Q25469', 'Q25851', 'Q26283', 'Q26686', 'Q27164', 'Q27264', 'Q28557', 'Q30034', 'Q30056', 'Q30959', 'Q33913', 'Q34505', 'Q34887', 'Q35905', 'Q36737', 'Q39708', 'Q41611', 'Q42326', 'Q42710', 'Q58697', 'Q71516', 'Q74644', 'Q79794', 'Q80531', 'Q81056', 'Q81110', 'Q81602', 'Q106133', 'Q113414', 'Q116667', 'Q121439', 'Q123141', 'Q130201', 'Q133189', 'Q133294', 'Q133477', 'Q134419', 'Q134466', 'Q136668', 'Q137396', 'Q141416', 'Q142016', 'Q143816', 'Q144139', 'Q144412', 'Q145781', 'Q147075', 'Q148532', 'Q148675', 'Q149072', 'Q149282', 'Q149447', 'Q150064', 'Q150452', 'Q151046', 'Q155867', 'Q156091', 'Q156106', 'Q156307', 'Q156635', 'Q156904', 'Q156918', 'Q156921', 'Q157071', 'Q157353', 'Q157397', 'Q157408', 'Q157417', 'Q157518', 'Q157561', 'Q157571', 'Q157624', 'Q157650', 'Q157853', 'Q157854', 'Q157883', 'Q157922', 'Q158295', 'Q158319', 'Q158590', 'Q158596', 'Q158634', 'Q158887', 'Q158987', 'Q159138', 'Q159221', 'Q159404', 'Q159528', 'Q159565', 'Q159570', 'Q159611', 'Q159743', 'Q159752', 'Q159857', 'Q159984', 'Q160096', 'Q160097', 'Q160572', 'Q161114', 'Q161115', 'Q161160', 'Q161166', 'Q161361', 'Q161568', 'Q161722', 'Q161794', 'Q162088', 'Q162822', 'Q163004', 'Q163374', 'Q163559', 'Q163649', 'Q164128', 'Q164135', 'Q165354', 'Q166812', 'Q177322', 'Q178202', 'Q183368', 'Q184224', 'Q187704', 'Q192573', 'Q200339', 'Q200594', 'Q208763', 'Q213548', 'Q229337', 'Q232054', 'Q256508', 'Q257098', 'Q261574', 'Q271459', 'Q272188', 'Q274179', 'Q278283', 'Q279280', 'Q279482', 'Q306939', 'Q309785', 'Q310256', 'Q311170', 'Q311430', 'Q321087', 'Q324714', 'Q329187', 'Q331676', 'Q332469', 'Q339418', 'Q341600', 'Q372169', 'Q387442', 'Q420834', 'Q458568', 'Q468500', 'Q469220', 'Q477918', 'Q507383', 'Q516233', 'Q571357', 'Q600530', 'Q600793', 'Q601079', 'Q622525', 'Q632559', 'Q644934', 'Q645538', 'Q647461', 'Q654001', 'Q663412', 'Q668208', 'Q683404', 'Q690645', 'Q693409', 'Q715019', 'Q723904', 'Q732477', 'Q732933', 'Q748888', 'Q752274', 'Q757123', 'Q759876', 'Q767055', 'Q783121', 'Q786072', 'Q798313', 'Q826602', 'Q847582', 'Q855896', 'Q857092', 'Q858360', 'Q900781', 'Q925164', 'Q931460', 'Q935471', 'Q940418', 'Q947251', 'Q948690', 'Q1023836', 'Q1065570', 'Q1089549', 'Q1130274', 'Q1133124', 'Q1137615', 'Q1141346', 'Q1162971', 'Q1188694', 'Q1194382', 'Q1310545', 'Q1319071', 'Q1319163', 'Q1348685', 'Q1418112', 'Q1484698', 'Q1519478', 'Q1541319', 'Q1563504', 'Q1621617', 'Q1630964', 'Q1639604', 'Q1640189', 'Q1737839', 'Q1771943', 'Q1949712', 'Q2022500', 'Q2027539', 'Q2097498', 'Q2235341', 'Q2324689', 'Q2453589', 'Q2512194', 'Q2517908', 'Q2586186', 'Q2587160', 'Q2600107', 'Q2697224', 'Q2703156', 'Q2706362', 'Q2715652', 'Q2715913', 'Q2716800', 'Q2717846', 'Q2720980', 'Q2881023', 'Q2889746', 'Q2919117', 'Q2972699', 'Q3013277', 'Q3024698', 'Q3090517', 'Q3108604', 'Q3219428', 'Q3272137', 'Q3280527', 'Q3281616', 'Q3295899', 'Q3613854', 'Q3643421', 'Q3848694', 'Q4117851', 'Q4380732', 'Q5152272', 'Q5152275', 'Q5174633', 'Q5384814', 'Q5703601', 'Q5956341', 'Q6585129', 'Q6724900', 'Q7787299', 'Q8273530', 'Q9051804', 'Q10453138', 'Q11117483', 'Q12053056', 'Q15198502', 'Q15547168', 'Q15572549', 'Q20980826', 'Q21874197', 'Q23055981', 'Q26972265', 'Q50847702', 'Q61642001']",293,invasive to
1403,P559,"['Q550', 'Q899', 'Q9010', 'Q9026', 'Q9029', 'Q9033', 'Q9037', 'Q10853', 'Q11690', 'Q13224', 'Q19875', 'Q19891', 'Q22667', 'Q32099', 'Q41150', 'Q44440', 'Q50718', 'Q50741', 'Q50742', 'Q50743', 'Q50745', 'Q50746', 'Q50748', 'Q50749', 'Q50751', 'Q50753', 'Q50754', 'Q50756', 'Q50757', 'Q50759', 'Q50761', 'Q58767', 'Q74951', 'Q99250', 'Q126093', 'Q126142', 'Q126177', 'Q126203', 'Q141747', 'Q144825', 'Q156013', 'Q191985', 'Q193002', 'Q203030', 'Q205355', 'Q207699', 'Q208054', 'Q213962', 'Q214820', 'Q216360', 'Q218124', 'Q220796', 'Q253110', 'Q253280', 'Q256964', 'Q262312', 'Q270355', 'Q271839', 'Q275451', 'Q276570', 'Q281409', 'Q286680', 'Q291093', 'Q297871', 'Q311661', 'Q318895', 'Q387264', 'Q389948', 'Q400444', 'Q428428', 'Q450005', 'Q452083', 'Q452974', 'Q481759', 'Q497520', 'Q497844', 'Q499071', 'Q513146', 'Q550419', 'Q573513', 'Q583897', 'Q620648', 'Q628179', 'Q639128', 'Q644421', 'Q663755', 'Q682020', 'Q687438', 'Q697347', 'Q715213', 'Q745608', 'Q769591', 'Q782249', 'Q791644', 'Q802192', 'Q802901', 'Q817256', 'Q821135', 'Q827033', 'Q836909', 'Q845455', 'Q850532', 'Q868616', 'Q873397', 'Q876472', 'Q876490', 'Q877322', 'Q900665', 'Q905811', 'Q913275', 'Q924225', 'Q932910', 'Q943946', 'Q947589', 'Q982873', 'Q1023113', 'Q1027289', 'Q1046736', 'Q1061576', 'Q1076911', 'Q1078110', 'Q1124023', 'Q1138655', 'Q1144130', 'Q1191515', 'Q1201703', 'Q1205090', 'Q1214798', 'Q1261392', 'Q1306749', 'Q1325668', 'Q1369034', 'Q1372061', 'Q1402724', 'Q1469578', 'Q1473986', 'Q1544621', 'Q1751620', 'Q1815227', 'Q1826681', 'Q1977526', 'Q2003736', 'Q2007829', 'Q2380992', 'Q2652980', 'Q2737219', 'Q2748642', 'Q2904057', 'Q2913342', 'Q2920759']",150,terminus
1404,P5591,"['Q42017458', 'Q55726748', 'Q55738328', 'Q55753958', 'Q55754160', 'Q55754165', 'Q55759507', 'Q55812964', 'Q55812982', 'Q55812990', 'Q55846055', 'Q55846088', 'Q55865594', 'Q55936223', 'Q56423234']",15,normalized Unicode character
1406,P5593,"['Q716', 'Q897', 'Q11469', 'Q39782', 'Q62246', 'Q190453', 'Q59569176']",7,Poisson's ratio
1408,P5595,"['Q11290', 'Q50719', 'Q54451', 'Q55488', 'Q119911', 'Q120303', 'Q140277', 'Q163879', 'Q168170', 'Q177476', 'Q181669', 'Q214788', 'Q219867', 'Q224494', 'Q238902', 'Q257465', 'Q273476', 'Q273645', 'Q274534', 'Q282600', 'Q283196', 'Q289916', 'Q306256', 'Q337855', 'Q377782', 'Q428811', 'Q517844', 'Q524191', 'Q550042', 'Q567806', 'Q568013', 'Q571159', 'Q585752', 'Q587093', 'Q589599', 'Q589686', 'Q590162', 'Q602615', 'Q605723', 'Q607342', 'Q612971', 'Q616218', 'Q616619', 'Q630642', 'Q632881', 'Q636351', 'Q645400', 'Q645691', 'Q646376', 'Q646583', 'Q649160', 'Q649273', 'Q661846', 'Q670081', 'Q680787', 'Q683208', 'Q689931', 'Q690975', 'Q697151', 'Q738879', 'Q740744', 'Q746288', 'Q751245', 'Q761518', 'Q763411', 'Q764106', 'Q766618', 'Q771548', 'Q777553', 'Q781873', 'Q790593', 'Q800588', 'Q800615', 'Q800624', 'Q800751', 'Q800841', 'Q801046', 'Q801124', 'Q801404', 'Q801602', 'Q801654', 'Q801694', 'Q801695', 'Q813749', 'Q815061', 'Q826120', 'Q881406', 'Q891105', 'Q891362', 'Q894930', 'Q894984', 'Q895259', 'Q923435', 'Q937680', 'Q938430', 'Q944564', 'Q945229', 'Q946441', 'Q948012', 'Q949382', 'Q950314', 'Q954301', 'Q954566', 'Q968336', 'Q974510', 'Q980380', 'Q985210', 'Q986721', 'Q995228', 'Q999159', 'Q1018164', 'Q1019487', 'Q1025135', 'Q1028368', 'Q1038121', 'Q1063134', 'Q1073420', 'Q1090315', 'Q1090753', 'Q1090894', 'Q1094294', 'Q1103432', 'Q1110656', 'Q1113361', 'Q1131825', 'Q1137613', 'Q1137705', 'Q1146210', 'Q1165108', 'Q1237945', 'Q1263417', 'Q1266508', 'Q1272925', 'Q1284106', 'Q1315757', 'Q1316395', 'Q1344485', 'Q1344555', 'Q1368326', 'Q1368640', 'Q1392295', 'Q1406323', 'Q1414178', 'Q1415143', 'Q1431094', 'Q1450538', 'Q1458421', 'Q1461794', 'Q1479476', 'Q1489665', 'Q1511378', 'Q1511392', 'Q1511414', 'Q1514082', 'Q1517347', 'Q1529016', 'Q1536969', 'Q1537255', 'Q1576190', 'Q1576198', 'Q1576642', 'Q1576648', 'Q1576810', 'Q1576928', 'Q1577103', 'Q1577219', 'Q1578078', 'Q1578089', 'Q1578103', 'Q1598555', 'Q1628404', 'Q1651903', 'Q1660212', 'Q1666283', 'Q1673779', 'Q1677923', 'Q1683797', 'Q1684455', 'Q1717241', 'Q1725892', 'Q1731762', 'Q1757107', 'Q1768692', 'Q1772478', 'Q1783617', 'Q1783889', 'Q1783894', 'Q1784008', 'Q1784141', 'Q1784153', 'Q1784247', 'Q1784678', 'Q1785459', 'Q1789070', 'Q1789126', 'Q1789145', 'Q1857925', 'Q1886721', 'Q1902898', 'Q1937499', 'Q1969303', 'Q1969443', 'Q1969462', 'Q1969472', 'Q1969501', 'Q1969659', 'Q1969938', 'Q1970325', 'Q1970334', 'Q1973338', 'Q1999538', 'Q2043382', 'Q2130136', 'Q2407155', 'Q2479062', 'Q2479349', 'Q2479837', 'Q2479859', 'Q2481227', 'Q2484393', 'Q2486901', 'Q2778424', 'Q3096144', 'Q3270598', 'Q3325503', 'Q5415827', 'Q5845894', 'Q8779843', 'Q18712611']",229,number of platform faces
1410,P560,"['Q18', 'Q30', 'Q643', 'Q724', 'Q759', 'Q797', 'Q863', 'Q1166', 'Q1212', 'Q1221', 'Q1428', 'Q2127', 'Q5622', 'Q9010', 'Q9025', 'Q9026', 'Q9029', 'Q9030', 'Q9032', 'Q9033', 'Q9037', 'Q9188', 'Q10257', 'Q10853', 'Q11290', 'Q11690', 'Q12511', 'Q13147', 'Q13224', 'Q16363', 'Q16461', 'Q16740', 'Q18541', 'Q19875', 'Q23140', 'Q24639', 'Q25007', 'Q29466', 'Q31091', 'Q33379', 'Q33767', 'Q34106', 'Q34442', 'Q36015', 'Q36512', 'Q36587', 'Q36900', 'Q43471', 'Q45403', 'Q49152', 'Q50718', 'Q50741', 'Q50742', 'Q50743', 'Q50745', 'Q50746', 'Q50748', 'Q50751', 'Q50753', 'Q50754', 'Q50756', 'Q50757', 'Q50759', 'Q54451', 'Q74046', 'Q79245', 'Q79439', 'Q79568', 'Q79606', 'Q79750', 'Q79860', 'Q79934', 'Q81526', 'Q81725', 'Q108861', 'Q110403', 'Q113892', 'Q130840', 'Q132410', 'Q132418', 'Q133083', 'Q133105', 'Q134907', 'Q135607', 'Q136660', 'Q154125', 'Q155935', 'Q155937', 'Q156306', 'Q156459', 'Q156623', 'Q160249', 'Q160284', 'Q160695', 'Q165956', 'Q176503', 'Q180644', 'Q183078', 'Q185765', 'Q188740', 'Q203403', 'Q207777', 'Q207903', 'Q208586', 'Q217099', 'Q217531', 'Q217550', 'Q217575', 'Q228537', 'Q233316', 'Q234453', 'Q236837', 'Q240696', 'Q243805', 'Q244025', 'Q261856', 'Q265617', 'Q270355', 'Q271730', 'Q276570', 'Q281633', 'Q286680', 'Q296799', 'Q305988', 'Q312030', 'Q312037', 'Q313410', 'Q313416', 'Q314162', 'Q322164', 'Q327162', 'Q328927', 'Q331785', 'Q358052', 'Q379859', 'Q384250', 'Q384737', 'Q388884', 'Q389948', 'Q390583', 'Q400444', 'Q408192', 'Q411430', 'Q415553', 'Q428428', 'Q430267', 'Q430622', 'Q435881', 'Q450005', 'Q452083', 'Q452974', 'Q460468', 'Q478803', 'Q481759', 'Q483151', 'Q483954', 'Q483958', 'Q484146', 'Q484823', 'Q485301', 'Q486366', 'Q490344', 'Q493243', 'Q496607', 'Q496886', 'Q496900', 'Q497520', 'Q502997', 'Q506609', 'Q511120', 'Q523919', 'Q528726', 'Q534963', 'Q550219', 'Q550419', 'Q557643', 'Q557967', 'Q580571', 'Q585439', 'Q586592', 'Q620648', 'Q628076', 'Q628739', 'Q629056', 'Q629318', 'Q629822', 'Q632470', 'Q638912', 'Q643209', 'Q643215', 'Q643326', 'Q643860', 'Q651789', 'Q656074', 'Q659345', 'Q687438', 'Q689931', 'Q693493', 'Q695537', 'Q699601', 'Q717831', 'Q720102', 'Q730803', 'Q730824', 'Q731277', 'Q734498', 'Q735201', 'Q741916', 'Q744553', 'Q745168', 'Q745608', 'Q751771', 'Q752719', 'Q752787', 'Q752792', 'Q752841', 'Q754665', 'Q765187', 'Q776261', 'Q782113', 'Q782125', 'Q782249', 'Q788182', 'Q794731', 'Q800196', 'Q815312', 'Q819141', 'Q824383', 'Q825367', 'Q836909', 'Q839050', 'Q851838', 'Q860113', 'Q860236', 'Q862476', 'Q905811', 'Q911135', 'Q918092', 'Q921422', 'Q923243', 'Q926976', 'Q945201', 'Q945810', 'Q957660', 'Q977964', 'Q983026', 'Q985671', 'Q987346', 'Q987350', 'Q991329', 'Q995014', 'Q999009', 'Q1001626', 'Q1022127', 'Q1036125', 'Q1044613', 'Q1046722', 'Q1046736', 'Q1052475', 'Q1061576', 'Q1065271', 'Q1072546', 'Q1090911', 'Q1092961', 'Q1120844', 'Q1122595', 'Q1130516', 'Q1132510', 'Q1135865', 'Q1135874', 'Q1136962', 'Q1144380', 'Q1165682', 'Q1200552', 'Q1233589', 'Q1247738', 'Q1259274', 'Q1279488', 'Q1312952', 'Q1320233', 'Q1340868', 'Q1352632', 'Q1364011', 'Q1369034', 'Q1369892', 'Q1375828', 'Q1375862', 'Q1375976', 'Q1376012', 'Q1376543', 'Q1402724', 'Q1420239', 'Q1421013', 'Q1449946', 'Q1457954', 'Q1469578', 'Q1485003', 'Q1507840', 'Q1514872', 'Q1539858', 'Q1544621', 'Q1586275', 'Q1609741', 'Q1661516', 'Q1738951', 'Q1773494', 'Q1815227', 'Q1826681', 'Q1881041', 'Q1890537', 'Q1991956', 'Q2000891', 'Q2055817', 'Q2057416', 'Q2089415', 'Q2095362', 'Q2095384', 'Q2126421', 'Q2151613', 'Q2155989', 'Q2397334', 'Q2398180', 'Q2408927', 'Q2420839', 'Q2449141', 'Q2479342', 'Q2479913', 'Q2482103', 'Q2482116', 'Q2482135', 'Q2482152', 'Q2482378', 'Q2482382', 'Q2482395', 'Q2482402', 'Q2484422', 'Q2499130', 'Q2527066', 'Q2556762', 'Q2599542', 'Q2631268', 'Q2631701', 'Q2681052', 'Q2703593', 'Q2705508', 'Q2705725', 'Q2872889', 'Q2901276', 'Q2901285', 'Q2918794', 'Q2918803', 'Q2944857', 'Q3088698', 'Q3088701', 'Q3088843', 'Q3095502', 'Q3114903', 'Q3214583', 'Q3240151', 'Q3270598', 'Q3344617', 'Q3387206', 'Q3396964']",363,direction
1411,P5606,"['Q1097', 'Q6456', 'Q135607', 'Q138888', 'Q163962', 'Q214788', 'Q219867', 'Q284195', 'Q320366', 'Q320986', 'Q322276', 'Q323233', 'Q323670', 'Q455960', 'Q462086', 'Q470060', 'Q476107', 'Q523887', 'Q529644', 'Q529728', 'Q538828', 'Q541041', 'Q564750', 'Q571342', 'Q584376', 'Q636614', 'Q649419', 'Q664375', 'Q665578', 'Q704354', 'Q704394', 'Q720102', 'Q795691', 'Q800541', 'Q800615', 'Q800661', 'Q800705', 'Q800751', 'Q800754', 'Q800853', 'Q800865', 'Q801124', 'Q801125', 'Q801193', 'Q801210', 'Q801299', 'Q801366', 'Q801433', 'Q801480', 'Q801529', 'Q801601', 'Q985210', 'Q986410', 'Q986721', 'Q987678', 'Q987999', 'Q988056', 'Q988341', 'Q1005878', 'Q1038121', 'Q1045582', 'Q1073420', 'Q1073646', 'Q1088925', 'Q1155591', 'Q1158776', 'Q1466941', 'Q1809595', 'Q1862179', 'Q1971888', 'Q2146704', 'Q2469239', 'Q2617209', 'Q2746238', 'Q2785190', 'Q3266784', 'Q3272538', 'Q3427836', 'Q3969650', 'Q3970269', 'Q3970632', 'Q4392986', 'Q5091565', 'Q5636521', 'Q5648115', 'Q5934969', 'Q5935297', 'Q6120290', 'Q6191903', 'Q6444895', 'Q6699603', 'Q6962484', 'Q7098349', 'Q7262281', 'Q7269119', 'Q7420781', 'Q7488569', 'Q7489114', 'Q8044109', 'Q8060311', 'Q8061409', 'Q8070491', 'Q8070509', 'Q8070777', 'Q11111633']",105,class of station
1412,P5607,"['Q228', 'Q1043', 'Q5938', 'Q5949', 'Q12618', 'Q16970', 'Q44562', 'Q102661', 'Q106934', 'Q130815', 'Q154563', 'Q180274', 'Q185632', 'Q194474', 'Q206823', 'Q207985', 'Q215023', 'Q215374', 'Q216280', 'Q295844', 'Q334233', 'Q349340', 'Q393593', 'Q458821', 'Q513300', 'Q570146', 'Q585947', 'Q638519', 'Q650849', 'Q668370', 'Q707357', 'Q736211', 'Q745460', 'Q762940', 'Q777760', 'Q843587', 'Q852020', 'Q913185', 'Q937290', 'Q954174', 'Q975925', 'Q1142714', 'Q1365378', 'Q1366553', 'Q1388915', 'Q1419757', 'Q1450977', 'Q1514062', 'Q1547264', 'Q1609658', 'Q1849843', 'Q1937358', 'Q2009604', 'Q2095189', 'Q2113262', 'Q2300245', 'Q2336184', 'Q2430556', 'Q2538717', 'Q2555453', 'Q2626631', 'Q2887076', 'Q2914150', 'Q3093872', 'Q3498663', 'Q3559631']",66,located in the ecclesiastical territorial entity
1414,P562,"['Q458', 'Q4406', 'Q4584', 'Q4587', 'Q4588', 'Q4589', 'Q4591', 'Q4592', 'Q4594', 'Q4595', 'Q4596', 'Q4597', 'Q4598', 'Q4602', 'Q4603', 'Q4608', 'Q4613', 'Q4719', 'Q4730', 'Q4734', 'Q4741', 'Q4823', 'Q4916', 'Q4917', 'Q8142', 'Q8146', 'Q16068', 'Q17193', 'Q25224', 'Q25344', 'Q25417', 'Q25627', 'Q26360', 'Q26365', 'Q27614', 'Q31015', 'Q35881', 'Q39099', 'Q41044', 'Q41429', 'Q41588', 'Q47190', 'Q66344', 'Q68291', 'Q73408', 'Q80524', 'Q81893', 'Q106720', 'Q122922', 'Q123213', 'Q125999', 'Q129983', 'Q130498', 'Q131016', 'Q131309', 'Q131473', 'Q131645', 'Q131723', 'Q132643', 'Q133011', 'Q155009', 'Q157011', 'Q160680', 'Q163712', 'Q171503', 'Q172524', 'Q172540', 'Q172872', 'Q173117', 'Q173751', 'Q174467', 'Q177875', 'Q177882', 'Q178874', 'Q179620', 'Q181129', 'Q181907', 'Q182803', 'Q183435', 'Q183530', 'Q184172', 'Q186794', 'Q188289', 'Q188608', 'Q189097', 'Q190699', 'Q190951', 'Q191068', 'Q192090', 'Q193094', 'Q193098', 'Q193712', 'Q193716', 'Q194339', 'Q194351', 'Q194453', 'Q199471', 'Q199578', 'Q199674', 'Q199857', 'Q199886', 'Q200050', 'Q200055', 'Q200192', 'Q200294', 'Q200337', 'Q200737', 'Q200753', 'Q200759', 'Q200979', 'Q201505', 'Q201799', 'Q201871', 'Q201875', 'Q201880', 'Q202036', 'Q202040', 'Q202462', 'Q202882', 'Q202885', 'Q202895', 'Q203354', 'Q203567', 'Q203722', 'Q203757', 'Q203955', 'Q204656', 'Q204737', 'Q204992', 'Q206243', 'Q206319', 'Q206386', 'Q206600', 'Q207024', 'Q207312', 'Q207396', 'Q207514', 'Q207523', 'Q208039', 'Q208133', 'Q208526', 'Q208730', 'Q209272', 'Q209792', 'Q210472', 'Q210478', 'Q211694', 'Q212967', 'Q213005', 'Q213311', 'Q214393', 'Q232270', 'Q232415', 'Q238007', 'Q240468', 'Q240512', 'Q241214', 'Q242890', 'Q242915', 'Q242922', 'Q242988', 'Q244366', 'Q244819', 'Q259502', 'Q260447', 'Q267264', 'Q270642', 'Q270744', 'Q271206', 'Q272290', 'Q275112', 'Q303713', 'Q319885', 'Q330044', 'Q363958', 'Q373429', 'Q392858', 'Q476195', 'Q483725', 'Q486637', 'Q487888', 'Q522295', 'Q522701', 'Q560355', 'Q572213', 'Q615640', 'Q618653', 'Q622599', 'Q700109', 'Q705983', 'Q715436', 'Q715852', 'Q718954', 'Q731350', 'Q737384', 'Q737779', 'Q788472', 'Q847739', 'Q861690', 'Q911562', 'Q1049963', 'Q1104069', 'Q1367371', 'Q1403484', 'Q1455593', 'Q1472704', 'Q1511773', 'Q1515398', 'Q1546443', 'Q1674712', 'Q1747582', 'Q1983857', 'Q2297968', 'Q2538687', 'Q2616592', 'Q2629090', 'Q2720762', 'Q3833307', 'Q5042194', 'Q8047970', 'Q21531507', 'Q26250002', 'Q56349362', 'Q60965524']",224,central bank/issuer
1417,P5630,"['Q7341', 'Q151198', 'Q152010', 'Q152802', 'Q153713', 'Q159483', 'Q160139', 'Q160175', 'Q160268', 'Q220385', 'Q326193', 'Q489740', 'Q697753', 'Q700356', 'Q700634', 'Q715509', 'Q912407', 'Q1862087', 'Q2879092', 'Q2935220']",20,prisoner count
1418,P5642,"['Q1472', 'Q1485', 'Q12078', 'Q12152', 'Q12192', 'Q12202', 'Q12206', 'Q33525', 'Q35869', 'Q42844', 'Q47912', 'Q83030', 'Q121041', 'Q128581', 'Q143925', 'Q168800', 'Q176741', 'Q179945', 'Q181754', 'Q183134', 'Q185986', 'Q188874', 'Q190805', 'Q191779', 'Q199804', 'Q208726', 'Q219223', 'Q331283', 'Q356033', 'Q356372', 'Q378681', 'Q382091', 'Q389735', 'Q415833', 'Q471880', 'Q477390', 'Q578257', 'Q662860', 'Q681160', 'Q681817', 'Q736776', 'Q797668', 'Q844935', 'Q874586', 'Q929737', 'Q935293', 'Q948056', 'Q949302', 'Q1053470', 'Q1077139', 'Q1129007', 'Q1331905', 'Q1367706', 'Q1444550', 'Q1475848', 'Q1637543', 'Q1746068', 'Q1783924', 'Q1870975', 'Q1877550', 'Q2300099', 'Q2508462', 'Q2737426', 'Q3010352', 'Q3025883', 'Q3339235', 'Q3348620', 'Q3505252', 'Q3508797', 'Q3617336', 'Q4007235', 'Q4330029', 'Q4340209', 'Q4956398', 'Q5173263', 'Q5442760', 'Q5526839', 'Q5958765', 'Q6065192', 'Q7161799', 'Q7830375', 'Q7900883', 'Q10859678', 'Q12252367', 'Q17154378', 'Q18555098', 'Q18558220', 'Q19000444', 'Q26695607', 'Q42417296', 'Q62476635', 'Q74061523', 'Q84263196']",93,risk factor
1419,P565,"['Q5283', 'Q182264', 'Q190527', 'Q411430', 'Q421944', 'Q422977', 'Q505892', 'Q117011840']",8,crystal habit
1420,P5658,"['Q17', 'Q20', 'Q27', 'Q28', 'Q30', 'Q31', 'Q32', 'Q33', 'Q34', 'Q35', 'Q36', 'Q37', 'Q38', 'Q39', 'Q41', 'Q43', 'Q45', 'Q77', 'Q96', 'Q114', 'Q142', 'Q145', 'Q148', 'Q159', 'Q183', 'Q184', 'Q191', 'Q211', 'Q212', 'Q213', 'Q214', 'Q215', 'Q217', 'Q218', 'Q219', 'Q224', 'Q225', 'Q227', 'Q230', 'Q232', 'Q252', 'Q258', 'Q262', 'Q265', 'Q298', 'Q347', 'Q399', 'Q403', 'Q408', 'Q414', 'Q423', 'Q664', 'Q668', 'Q794', 'Q801', 'Q813', 'Q833', 'Q836', 'Q843', 'Q851', 'Q854', 'Q863', 'Q865', 'Q869', 'Q874', 'Q884', 'Q902', 'Q928', 'Q948', 'Q954', 'Q1008', 'Q1009', 'Q1028', 'Q1029', 'Q1041', 'Q5705', 'Q10257', 'Q12652', 'Q12717', 'Q12722', 'Q14751', 'Q50716', 'Q68646', 'Q99654', 'Q179029', 'Q190271', 'Q191987', 'Q216125', 'Q237480', 'Q256964', 'Q272926', 'Q907112', 'Q1476881', 'Q79', 'Q16', 'Q14747203', 'Q62809022']",97,railway traffic side
1424,P567,"['Q76034', 'Q742949', 'Q917642', 'Q1195552', 'Q2143968', 'Q2733342', 'Q3054650', 'Q3077360', 'Q3077397', 'Q3118347', 'Q3467538', 'Q4875445', 'Q4953716', 'Q5367335', 'Q5615149', 'Q6415891', 'Q6896861', 'Q8030235', 'Q17509598', 'Q17509852', 'Q55391289', 'Q56277870']",22,underlies
1426,P5673,"['Q716', 'Q5283', 'Q11469', 'Q143429', 'Q461466']",5,shear modulus
1427,P5674,"['Q897', 'Q177941', 'Q183496', 'Q3381809', 'Q4363445']",5,thermal diffusivity
1433,P568,"['Q581427', 'Q620197', 'Q742949', 'Q917642', 'Q1195552', 'Q1432102', 'Q2733342', 'Q3054650', 'Q3077360', 'Q3077397', 'Q3118347', 'Q3467538', 'Q4691189', 'Q4875445', 'Q4927416', 'Q4953716', 'Q5615149', 'Q5863960', 'Q6415891', 'Q6896861', 'Q7855018', 'Q28163188', 'Q55639109', 'Q56281732']",24,overlies
1441,P5707,"['Q27411', 'Q109331', 'Q131074', 'Q164963', 'Q175038', 'Q201924', 'Q270215', 'Q318910', 'Q597783', 'Q601013', 'Q1137586', 'Q1164767', 'Q1291269', 'Q1407276', 'Q1415993', 'Q7302866', 'Q15039869', 'Q16011764', 'Q20202630', 'Q28127581', 'Q29514872', 'Q42759035', 'Q43370948', 'Q105543609']",24,samples from work
